00:00,79,54,1,298,4
00:24,105,17,2,248,24
00:48,23,31,2,137,1
01:12,33,45,1,170,1
01:36,119,91,1,26,8
02:00,63,30,2,318,8
02:30,4,84,6,250,24
03:00,141,32,2,168,1
03:30,56,18,5,166,24
04:00,41,28,8,90,1
04:10,145,78,1,64,8
04:20,83,93,5,177,8
04:30,50,52,4,210,4
04:40,112,84,2,315,1
04:50,145,17,1,312,24
05:00,67,63,1,218,2
05:10,119,33,1,12,24
05:20,87,15,1,388,8
05:30,126,14,1,339,8
05:40,106,68,1,134,4
06:00,133,69,11,312,4
06:40,66,8,1,303,2
07:20,31,90,13,70,8
08:00,41,81,7,286,8
08:24,44,67,3,359,24
08:48,88,5,2,101,4
09:12,141,31,1,64,4
09:36,121,20,1,400,8
10:00,143,7,4,296,8
10:10,40,0,1,146,4
10:20,74,4,4,309,1
10:30,37,86,1,311,2
10:40,16,19,1,283,2
10:50,16,9,1,201,4
11:00,47,41,1,208,4
11:10,61,46,1,58,4
11:20,43,90,1,156,2
11:30,63,26,2,153,24
11:40,60,37,2,220,24
12:00,35,1,2,160,2
12:10,107,73,10,288,4
12:20,86,4,3,308,1
12:30,53,76,4,102,4
12:40,57,28,2,342,4
12:50,49,68,1,394,24
13:00,123,80,1,228,4
13:10,90,6,1,161,4
13:20,66,22,1,13,4
13:30,22,8,1,298,4
13:40,29,39,1,211,1
14:00,140,27,4,239,8
14:08,40,65,8,268,8
14:16,128,61,1,318,1
14:24,15,56,4,309,24
14:32,139,40,5,300,1
14:40,111,60,3,140,1
14:48,19,8,1,37,8
14:56,41,95,2,168,4
15:04,148,48,1,172,4
15:12,95,62,1,183,2
15:20,92,20,1,341,8
15:28,6,43,1,258,8
15:36,110,77,1,155,24
15:44,129,31,1,25,2
15:52,105,72,1,331,24
16:00,136,66,8,337,4
16:06,58,47,15,244,24
16:12,130,50,7,220,1
16:18,54,21,7,233,2
16:24,74,35,1,227,4
16:30,148,95,3,297,24
16:36,79,57,1,178,8
16:42,32,97,1,138,2
16:48,89,60,1,20,24
16:54,76,43,1,369,8
17:00,138,25,1,258,24
17:06,31,87,1,135,2
17:12,17,74,1,349,1
17:18,14,29,1,56,1
17:24,23,7,1,301,4
17:30,43,65,1,83,2
17:36,121,8,1,42,8
17:42,32,42,1,189,1
17:48,57,70,1,356,4
17:54,92,29,1,94,8
18:00,8,63,6,26,24
18:13,64,60,5,151,8
18:26,66,28,8,185,1
18:39,35,21,5,219,2
18:52,140,27,2,250,1
19:05,63,32,1,12,8
19:18,59,9,1,220,4
19:31,64,74,1,110,1
19:44,105,69,1,67,8
20:00,52,17,2,161,24
20:40,58,88,4,3,24
21:20,134,47,8,33,2
22:00,4,50,1,275,8
22:40,11,24,2,89,2
23:20,117,11,7,19,8
