00:00,13,34,14,385,1
00:40,67,40,5,373,8
01:20,20,77,11,206,8
02:00,142,95,26,157,4
02:04,61,10,17,181,4
02:08,61,9,8,320,1
02:12,32,49,3,225,2
02:16,42,1,1,221,4
02:20,61,15,1,204,24
02:24,13,83,2,289,24
02:28,27,31,1,75,2
02:32,20,68,1,78,2
02:36,115,73,1,95,2
02:40,145,67,1,305,1
02:44,50,26,1,115,24
02:48,26,43,1,297,24
02:52,101,78,1,111,1
02:56,87,94,1,59,24
03:00,16,7,1,323,4
03:04,5,7,1,399,2
03:08,119,4,1,240,8
03:12,56,65,1,209,1
03:16,87,99,1,141,4
03:20,29,42,1,385,2
03:24,74,44,1,228,8
03:28,27,45,1,68,4
03:32,73,92,1,162,8
03:36,124,73,1,81,8
03:40,102,75,1,362,4
03:44,58,36,1,68,24
03:48,60,78,1,355,2
04:00,7,7,18,231,4
04:03,47,75,25,90,1
04:06,18,74,11,192,1
04:09,9,38,16,49,24
04:12,93,48,8,274,2
04:15,53,86,3,95,2
04:18,76,57,3,87,8
04:21,69,24,3,67,1
04:24,97,58,1,136,24
04:27,137,81,1,212,1
04:30,18,26,1,306,2
04:33,112,87,1,354,2
04:36,34,75,1,376,24
04:39,69,33,1,82,8
04:42,88,33,1,122,1
04:45,42,58,1,62,4
04:48,139,24,1,303,4
04:51,86,90,1,279,1
04:54,142,7,1,30,8
04:57,74,61,1,142,4
05:00,92,78,1,134,8
05:03,111,34,1,332,24
05:06,7,32,1,102,1
05:09,82,1,1,299,2
05:12,127,2,1,230,2
05:15,119,74,1,299,24
05:18,127,31,1,44,4
05:21,99,75,1,382,2
05:24,32,38,1,392,24
05:27,6,86,1,124,24
05:30,17,99,1,249,2
05:33,89,92,1,144,2
05:36,63,50,1,230,4
05:39,128,95,1,345,4
05:42,136,34,1,262,24
05:45,100,49,1,106,8
05:48,0,67,1,215,24
06:00,73,60,24,39,24
06:12,45,77,23,176,24
06:24,34,94,20,54,8
06:36,49,8,10,345,8
06:48,43,98,2,299,2
07:00,103,69,1,270,8
07:12,108,3,2,350,4
07:24,45,27,1,203,24
07:36,100,24,4,66,1
07:48,5,71,4,329,4
08:00,68,97,5,25,24
08:05,2,20,14,190,4
08:10,135,70,9,216,8
08:15,123,19,7,98,2
