00:00,32,55,10,1,24
00:03,148,40,39,78,2
00:06,34,84,2,353,1
00:09,86,93,23,172,24
00:12,127,74,7,75,24
00:15,51,30,6,357,1
00:18,135,85,6,1,1
00:21,58,15,2,78,2
00:24,106,39,2,37,2
00:27,85,11,1,322,4
00:30,54,60,1,34,1
00:33,18,98,1,185,2
00:36,35,42,1,146,8
00:39,118,67,1,160,4
00:42,98,10,1,272,8
00:45,5,42,1,126,2
00:48,56,61,1,362,1
00:51,26,31,1,123,4
00:54,129,79,1,4,2
00:57,114,67,1,103,24
01:00,106,13,1,216,4
01:03,10,56,1,371,4
01:06,22,24,1,193,4
01:09,41,9,1,198,1
01:12,2,76,1,190,4
01:15,97,51,1,362,24
01:18,62,14,1,101,24
01:21,7,78,1,365,4
01:24,110,87,1,334,24
01:27,129,61,1,16,4
01:30,34,38,1,36,4
01:33,80,14,1,42,2
01:36,135,62,1,136,24
01:39,86,74,1,214,24
01:42,89,85,1,29,4
01:45,109,55,1,129,4
02:00,25,78,12,101,1
02:05,142,98,32,194,4
02:10,49,60,19,210,4
02:15,74,96,54,239,2
02:20,91,12,31,299,2
02:25,118,50,5,178,8
02:30,120,9,21,363,2
02:35,1,48,4,164,1
02:40,136,12,8,18,2
02:45,137,50,1,270,2
02:50,110,0,3,263,1
02:55,96,42,5,96,4
03:00,72,80,2,359,4
03:05,117,64,1,209,2
03:10,16,29,1,78,4
03:15,76,38,1,194,8
03:20,143,86,1,52,4
03:25,36,10,1,31,1
03:30,92,63,1,77,4
03:35,44,10,1,263,24
03:40,7,12,1,59,4
04:00,21,78,24,158,8
04:01,1,17,126,217,24
04:02,61,80,8,360,24
04:03,20,52,60,268,24
04:04,22,65,16,311,2
04:05,121,59,26,12,2
04:06,84,18,8,286,24
04:07,58,66,9,271,8
04:08,65,92,10,249,8
04:09,133,58,4,66,24
04:10,144,47,3,305,2
04:11,21,17,2,183,2
04:12,102,3,1,246,24
04:13,64,75,1,306,1
04:14,3,6,1,19,2
04:15,82,88,1,129,24
04:16,18,93,1,202,1
04:17,0,21,1,222,24
04:18,137,98,1,147,24
04:19,51,6,1,216,4
04:20,61,13,1,377,1
04:21,126,26,1,242,24
04:22,63,24,1,40,24
04:23,19,39,1,228,1
04:24,73,52,1,161,2
04:25,129,73,1,8,8
04:26,107,72,1,153,4
04:27,47,27,1,349,4
04:28,136,76,1,314,4
04:29,111,18,1,119,1
04:30,86,23,1,273,24
04:31,106,99,1,205,24
04:32,79,86,1,238,2
04:33,10,45,1,233,2
04:34,79,63,1,39,2
04:35,104,85,1,156,4
04:36,13,54,1,102,8
04:37,121,13,1,391,4
04:38,125,27,1,343,1
04:39,104,22,1,163,4
04:40,23,14,1,106,4
04:41,124,30,1,346,24
04:42,57,78,1,151,1
04:43,98,74,1,284,4
04:44,36,31,1,277,1
04:45,23,32,1,363,1
04:46,25,57,1,273,24
04:47,139,75,1,64,4
04:48,127,22,1,334,1
04:49,50,70,1,180,24
04:50,144,23,1,127,24
04:51,52,37,1,134,2
04:52,33,60,1,78,4
04:53,6,76,1,331,2
04:54,8,35,1,393,1
04:55,116,37,1,314,2
04:56,3,25,1,96,24
04:57,42,55,1,252,1
04:58,34,33,1,216,1
04:59,52,61,1,163,4
05:00,41,19,1,315,8
05:01,106,55,1,239,4
05:02,145,14,1,133,4
05:03,30,78,1,314,24
05:04,112,7,1,104,4
05:05,136,23,1,173,2
05:06,138,80,1,234,4
05:07,56,88,1,72,4
05:08,71,62,1,34,24
