00:00,110,27,2,147,4
00:40,35,46,4,372,1
01:20,90,49,8,81,4
02:00,71,2,10,320,8
02:20,82,61,5,121,8
02:40,20,53,6,318,4
03:00,129,45,2,363,8
03:20,101,35,1,288,1
03:40,42,39,4,218,2
04:00,7,69,2,259,8
04:10,64,11,13,86,4
04:20,96,91,9,80,4
04:30,125,2,6,280,4
04:40,51,44,5,210,2
04:50,31,5,1,310,2
05:00,99,56,3,288,2
05:10,113,21,1,237,1
05:20,14,60,1,283,1
05:30,72,23,1,27,4
05:40,31,89,1,296,8
05:50,114,78,1,281,24
06:00,87,29,1,8,8
06:24,31,33,3,286,8
06:48,57,0,14,283,1
07:12,80,52,9,242,1
07:36,46,30,15,48,8
08:00,57,5,1,126,1
08:12,16,89,2,279,2
08:24,30,35,8,344,8
08:36,3,21,1,342,4
08:48,21,61,1,55,1
09:00,82,95,3,271,24
09:12,16,36,1,278,1
09:24,22,77,1,376,4
09:36,79,11,2,201,24
09:48,80,45,3,245,4
10:00,15,45,4,322,2
10:10,113,12,3,209,24
10:20,76,39,3,261,8
10:30,96,95,2,322,1
10:40,57,43,6,3,1
10:50,16,94,6,187,24
11:00,14,33,2,365,24
11:10,97,27,2,204,24
11:20,148,83,1,305,4
11:30,74,87,1,109,4
11:40,128,97,1,272,1
11:50,41,8,1,112,1
12:00,4,2,18,141,24
12:13,5,91,4,198,8
12:26,112,8,5,129,8
12:39,15,83,3,349,2
12:52,70,5,1,352,2
13:05,44,36,1,156,8
13:18,135,49,3,104,1
13:31,139,71,1,154,2
13:44,78,13,2,164,8
14:00,70,45,5,363,4
15:00,74,44,43,123,24
16:00,116,59,35,238,24
16:05,120,62,17,348,1
16:10,137,36,7,209,24
16:15,23,7,1,77,2
16:20,44,93,6,310,1
16:25,0,94,3,132,24
16:30,143,41,1,366,4
16:35,138,71,1,113,24
16:40,18,84,1,337,8
16:45,71,89,1,91,4
16:50,47,42,1,151,1
16:55,146,5,1,225,4
17:00,123,58,1,30,24
17:05,126,17,1,135,2
17:10,88,76,1,44,4
17:15,0,48,1,300,8
17:20,123,32,1,133,2
17:25,67,84,1,93,8
17:30,54,37,1,384,24
17:35,148,97,1,394,4
17:40,2,89,1,119,4
17:45,52,19,1,265,8
18:00,74,48,10,13,1
18:06,67,39,20,187,24
18:12,105,67,6,246,4
18:18,129,17,1,236,24
18:24,99,52,5,52,2
18:30,128,32,4,106,1
18:36,11,32,1,347,8
18:42,71,73,1,1,2
18:48,112,92,1,327,2
18:54,83,80,1,392,4
19:00,118,81,1,176,24
19:06,139,68,1,257,4
19:12,64,52,1,379,24
19:18,137,59,1,398,4
19:24,42,32,1,300,2
19:30,28,87,1,210,4
19:36,63,88,1,296,8
19:42,122,91,1,215,8
19:48,78,91,1,122,24
20:00,86,71,7,284,2
20:24,69,37,2,21,4
20:48,31,92,3,65,4
21:12,11,45,1,259,24
21:36,106,21,12,243,4
22:00,30,91,6,348,8
22:13,53,14,1,267,24
22:26,81,8,2,21,2
22:39,127,4,2,248,2
22:52,146,67,1,31,4
23:05,79,99,1,132,4
23:18,143,33,1,29,1
23:31,77,45,1,137,4
23:44,131,41,1,343,8
